StudentID,CourseCode,TestNumber,TestDate,SyllabusCovered,MaxMarks,MarksObtained
1RV22AI047,CD252IA,3,2023-09-30,33%,50,38
1RV22AI047,CD252IA,4,2023-10-30,100%,100,81
1RV22AI047,AI255TBA,1,2023-08-01,33%,50,41
1RV22AI047,AI255TBA,2,2023-08-31,33%,50,43
1RV22AI047,AI255TBA,3,2023-09-30,33%,50,46
1RV22AI047,AI255TBA,4,2023-10-30,100%,100,91
1RV22AI047,AI254TA,1,2023-08-01,33%,50,43
1RV22AI047,AI254TA,2,2023-08-31,33%,50,37
1RV22AI047,AI254TA,3,2023-09-30,33%,50,40
1RV22AI047,AI254TA,4,2023-10-30,100%,100,89
1RV22AI047,AI253IA,1,2023-08-01,33%,50,47
1RV22AI047,AI253IA,2,2023-08-31,33%,50,44
1RV22AI047,AI253IA,3,2023-09-30,33%,50,47
1RV22AI047,AI253IA,4,2023-10-30,100%,100,77
1RV22AI047,HS251TA,1,2023-08-01,33%,50,35
1RV22AI047,HS251TA,2,2023-08-31,33%,50,44
1RV22AI047,HS251TA,3,2023-09-30,33%,50,47
1RV22AI047,HS251TA,4,2023-10-30,100%,100,98
1RV22AI048,CD252IA,1,2023-08-01,33%,50,37
1RV22AI048,CD252IA,2,2023-08-31,33%,50,32
1RV22AI048,CD252IA,3,2023-09-30,33%,50,35
1RV22AI048,CD252IA,4,2023-10-30,100%,100,65
1RV22AI048,AI255TBA,1,2023-08-01,33%,50,41
1RV22AI048,AI255TBA,2,2023-08-31,33%,50,40
1RV22AI048,AI255TBA,3,2023-09-30,33%,50,40
1RV22AI048,AI255TBA,4,2023-10-30,100%,100,75
1RV22AI048,AI254TA,1,2023-08-01,33%,50,34
1RV22AI048,AI254TA,2,2023-08-31,33%,50,32
1RV22AI048,AI254TA,3,2023-09-30,33%,50,41
1RV22AI048,AI254TA,4,2023-10-30,100%,100,85
1RV22AI048,AI253IA,1,2023-08-01,33%,50,32
1RV22AI048,AI253IA,2,2023-08-31,33%,50,41
1RV22AI048,AI253IA,3,2023-09-30,33%,50,44
1RV22AI048,AI253IA,4,2023-10-30,100%,100,90
1RV22AI048,HS251TA,1,2023-08-01,33%,50,37
1RV22AI048,HS251TA,2,2023-08-31,33%,50,33
1RV22AI048,HS251TA,3,2023-09-30,33%,50,33
1RV22AI048,HS251TA,4,2023-10-30,100%,100,72
1RV22AI049,CD252IA,1,2023-08-01,33%,50,40
1RV22AI049,CD252IA,2,2023-08-31,33%,50,45
1RV22AI049,CD252IA,3,2023-09-30,33%,50,42
1RV22AI049,CD252IA,4,2023-10-30,100%,100,82
1RV22AI049,AI255TBA,1,2023-08-01,33%,50,32
1RV22AI049,AI255TBA,2,2023-08-31,33%,50,41
1RV22AI049,AI255TBA,3,2023-09-30,33%,50,38
1RV22AI049,AI255TBA,4,2023-10-30,100%,100,94
1RV22AI049,AI254TA,1,2023-08-01,33%,50,45
1RV22AI049,AI254TA,2,2023-08-31,33%,50,39
1RV22AI049,AI254TA,3,2023-09-30,33%,50,41
1RV22AI049,AI254TA,4,2023-10-30,100%,100,72
1RV22AI049,AI253IA,1,2023-08-01,33%,50,38
1RV22AI049,AI253IA,2,2023-08-31,33%,50,43
1RV22AI049,AI253IA,3,2023-09-30,33%,50,40
1RV22AI049,AI253IA,4,2023-10-30,100%,100,94
1RV22AI049,HS251TA,1,2023-08-01,33%,50,41
1RV22AI049,HS251TA,2,2023-08-31,33%,50,41
1RV22AI049,HS251TA,3,2023-09-30,33%,50,36
1RV22AI049,HS251TA,4,2023-10-30,100%,100,85
1RV22AI050,CD252IA,1,2023-08-01,33%,50,34
1RV22AI050,CD252IA,2,2023-08-31,33%,50,37
1RV22AI050,CD252IA,3,2023-09-30,33%,50,37
1RV22AI050,CD252IA,4,2023-10-30,100%,100,74
1RV22AI050,AI255TBA,1,2023-08-01,33%,50,40
1RV22AI050,AI255TBA,2,2023-08-31,33%,50,47
1RV22AI050,AI255TBA,3,2023-09-30,33%,50,48
1RV22AI050,AI255TBA,4,2023-10-30,100%,100,82
1RV22AI050,AI254TA,1,2023-08-01,33%,50,36
1RV22AI050,AI254TA,2,2023-08-31,33%,50,40
1RV22AI050,AI254TA,3,2023-09-30,33%,50,48
1RV22AI050,AI254TA,4,2023-10-30,100%,100,71
1RV22AI050,AI253IA,1,2023-08-01,33%,50,35
1RV22AI050,AI253IA,2,2023-08-31,33%,50,35
1RV22AI050,AI253IA,3,2023-09-30,33%,50,43
1RV22AI050,AI253IA,4,2023-10-30,100%,100,92
1RV22AI050,HS251TA,1,2023-08-01,33%,50,44
1RV22AI050,HS251TA,2,2023-08-31,33%,50,37
1RV22AI050,HS251TA,3,2023-09-30,33%,50,46
1RV22AI050,HS251TA,4,2023-10-30,100%,100,86
1RV22AI051,CD252IA,1,2023-08-01,33%,50,42
1RV22AI051,CD252IA,2,2023-08-31,33%,50,34
1RV22AI051,CD252IA,3,2023-09-30,33%,50,45
1RV22AI051,CD252IA,4,2023-10-30,100%,100,94
1RV22AI051,AI255TBA,1,2023-08-01,33%,50,45
1RV22AI051,AI255TBA,2,2023-08-31,33%,50,44
1RV22AI051,AI255TBA,3,2023-09-30,33%,50,34
1RV22AI051,AI255TBA,4,2023-10-30,100%,100,88
1RV22AI051,AI254TA,1,2023-08-01,33%,50,39
1RV22AI051,AI254TA,2,2023-08-31,33%,50,41
1RV22AI051,AI254TA,3,2023-09-30,33%,50,45
1RV22AI051,AI254TA,4,2023-10-30,100%,100,80
1RV22AI051,AI253IA,1,2023-08-01,33%,50,46
1RV22AI051,AI253IA,2,2023-08-31,33%,50,34
1RV22AI051,AI253IA,3,2023-09-30,33%,50,34
1RV22AI051,AI253IA,4,2023-10-30,100%,100,76
1RV22AI051,HS251TA,1,2023-08-01,33%,50,46
1RV22AI051,HS251TA,2,2023-08-31,33%,50,35
1RV22AI051,HS251TA,3,2023-09-30,33%,50,36
1RV22AI051,HS251TA,4,2023-10-30,100%,100,72
1RV22AI052,CD252IA,1,2023-08-01,33%,50,34
1RV22AI052,CD252IA,2,2023-08-31,33%,50,35
1RV22AI052,CD252IA,3,2023-09-30,33%,50,34
1RV22AI052,CD252IA,4,2023-10-30,100%,100,75
1RV22AI052,AI255TBA,1,2023-08-01,33%,50,39
1RV22AI052,AI255TBA,2,2023-08-31,33%,50,33
1RV22AI052,AI255TBA,3,2023-09-30,33%,50,46
1RV22AI052,AI255TBA,4,2023-10-30,100%,100,97
1RV22AI052,AI254TA,1,2023-08-01,33%,50,45
1RV22AI052,AI254TA,2,2023-08-31,33%,50,41
1RV22AI052,AI254TA,3,2023-09-30,33%,50,40
1RV22AI052,AI254TA,4,2023-10-30,100%,100,76
1RV22AI052,AI253IA,1,2023-08-01,33%,50,42
1RV22AI052,AI253IA,2,2023-08-31,33%,50,38
1RV22AI052,AI253IA,3,2023-09-30,33%,50,46
1RV22AI052,AI253IA,4,2023-10-30,100%,100,81
1RV22AI052,HS251TA,1,2023-08-01,33%,50,45
1RV22AI052,HS251TA,2,2023-08-31,33%,50,32
1RV22AI052,HS251TA,3,2023-09-30,33%,50,36
1RV22AI052,HS251TA,4,2023-10-30,100%,100,78
1RV22AI053,CD252IA,1,2023-08-01,33%,50,35
1RV22AI053,CD252IA,2,2023-08-31,33%,50,39
1RV22AI053,CD252IA,3,2023-09-30,33%,50,44
1RV22AI053,CD252IA,4,2023-10-30,100%,100,89
1RV22AI053,AI255TBA,1,2023-08-01,33%,50,45
1RV22AI053,AI255TBA,2,2023-08-31,33%,50,44
1RV22AI053,AI255TBA,3,2023-09-30,33%,50,46
1RV22AI053,AI255TBA,4,2023-10-30,100%,100,85
1RV22AI053,AI254TA,1,2023-08-01,33%,50,41
1RV22AI053,AI254TA,2,2023-08-31,33%,50,48
1RV22AI053,AI254TA,3,2023-09-30,33%,50,43
1RV22AI053,AI254TA,4,2023-10-30,100%,100,89
1RV22AI053,AI253IA,1,2023-08-01,33%,50,35
1RV22AI053,AI253IA,2,2023-08-31,33%,50,47
1RV22AI053,AI253IA,3,2023-09-30,33%,50,48
1RV22AI053,AI253IA,4,2023-10-30,100%,100,96
1RV22AI053,HS251TA,1,2023-08-01,33%,50,48
1RV22AI053,HS251TA,2,2023-08-31,33%,50,37
1RV22AI053,HS251TA,3,2023-09-30,33%,50,42
1RV22AI053,HS251TA,4,2023-10-30,100%,100,85
1RV22AI054,CD252IA,1,2023-08-01,33%,50,39
1RV22AI054,CD252IA,2,2023-08-31,33%,50,39
1RV22AI054,CD252IA,3,2023-09-30,33%,50,44
1RV22AI054,CD252IA,4,2023-10-30,100%,100,91
1RV22AI054,AI255TBA,1,2023-08-01,33%,50,38
1RV22AI054,AI255TBA,2,2023-08-31,33%,50,39
1RV22AI054,AI255TBA,3,2023-09-30,33%,50,44
1RV22AI054,AI255TBA,4,2023-10-30,100%,100,92
1RV22AI054,AI254TA,1,2023-08-01,33%,50,40
1RV22AI054,AI254TA,2,2023-08-31,33%,50,42
1RV22AI054,AI254TA,3,2023-09-30,33%,50,44
1RV22AI054,AI254TA,4,2023-10-30,100%,100,79
1RV22AI054,AI253IA,1,2023-08-01,33%,50,42
1RV22AI054,AI253IA,2,2023-08-31,33%,50,46
1RV22AI054,AI253IA,3,2023-09-30,33%,50,40
1RV22AI054,AI253IA,4,2023-10-30,100%,100,82
1RV22AI054,HS251TA,1,2023-08-01,33%,50,44
1RV22AI054,HS251TA,2,2023-08-31,33%,50,41
1RV22AI054,HS251TA,3,2023-09-30,33%,50,47
1RV22AI054,HS251TA,4,2023-10-30,100%,100,75
1RV22AI055,CD252IA,1,2023-08-01,33%,50,44
1RV22AI055,CD252IA,2,2023-08-31,33%,50,47
1RV22AI055,CD252IA,3,2023-09-30,33%,50,41
1RV22AI055,CD252IA,4,2023-10-30,100%,100,94
1RV22AI055,AI255TBA,1,2023-08-01,33%,50,45
1RV22AI055,AI255TBA,2,2023-08-31,33%,50,44
1RV22AI055,AI255TBA,3,2023-09-30,33%,50,39
1RV22AI055,AI255TBA,4,2023-10-30,100%,100,84
1RV22AI055,AI254TA,1,2023-08-01,33%,50,47
1RV22AI055,AI254TA,2,2023-08-31,33%,50,39
1RV22AI055,AI254TA,3,2023-09-30,33%,50,39
1RV22AI055,AI254TA,4,2023-10-30,100%,100,93
1RV22AI055,AI253IA,1,2023-08-01,33%,50,48
1RV22AI055,AI253IA,2,2023-08-31,33%,50,47
1RV22AI055,AI253IA,3,2023-09-30,33%,50,39
1RV22AI055,AI253IA,4,2023-10-30,100%,100,88
1RV22AI055,HS251TA,1,2023-08-01,33%,50,43
1RV22AI055,HS251TA,2,2023-08-31,33%,50,47
1RV22AI055,HS251TA,3,2023-09-30,33%,50,46
1RV22AI055,HS251TA,4,2023-10-30,100%,100,85
1RV22AI056,CD252IA,1,2023-08-01,33%,50,46
1RV22AI056,CD252IA,2,2023-08-31,33%,50,36
1RV22AI056,CD252IA,3,2023-09-30,33%,50,45
1RV22AI056,CD252IA,4,2023-10-30,100%,100,76
1RV22AI056,AI255TBA,1,2023-08-01,33%,50,40
1RV22AI056,AI255TBA,2,2023-08-31,33%,50,33
1RV22AI056,AI255TBA,3,2023-09-30,33%,50,36
1RV22AI056,AI255TBA,4,2023-10-30,100%,100,98
1RV22AI056,AI254TA,1,2023-08-01,33%,50,45
1RV22AI056,AI254TA,2,2023-08-31,33%,50,44
1RV22AI056,AI254TA,3,2023-09-30,33%,50,35
1RV22AI056,AI254TA,4,2023-10-30,100%,100,75
1RV22AI056,AI253IA,1,2023-08-01,33%,50,34
1RV22AI056,AI253IA,2,2023-08-31,33%,50,34
1RV22AI056,AI253IA,3,2023-09-30,33%,50,39
1RV22AI056,AI253IA,4,2023-10-30,100%,100,94
1RV22AI056,HS251TA,1,2023-08-01,33%,50,32
1RV22AI056,HS251TA,2,2023-08-31,33%,50,33
1RV22AI056,HS251TA,3,2023-09-30,33%,50,41
1RV22AI056,HS251TA,4,2023-10-30,100%,100,74
1RV22AI057,CD252IA,1,2023-08-01,33%,50,41
1RV22AI057,CD252IA,2,2023-08-31,33%,50,41
1RV22AI057,CD252IA,3,2023-09-30,33%,50,33
1RV22AI057,CD252IA,4,2023-10-30,100%,100,96
1RV22AI057,AI255TBA,1,2023-08-01,33%,50,43
1RV22AI057,AI255TBA,2,2023-08-31,33%,50,35
1RV22AI057,AI255TBA,3,2023-09-30,33%,50,42
1RV22AI057,AI255TBA,4,2023-10-30,100%,100,91
1RV22AI057,AI254TA,1,2023-08-01,33%,50,36
1RV22AI057,AI254TA,2,2023-08-31,33%,50,41
1RV22AI057,AI254TA,3,2023-09-30,33%,50,45
1RV22AI057,AI254TA,4,2023-10-30,100%,100,79
1RV22AI057,AI253IA,1,2023-08-01,33%,50,45
1RV22AI057,AI253IA,2,2023-08-31,33%,50,47
1RV22AI057,AI253IA,3,2023-09-30,33%,50,46
1RV22AI057,AI253IA,4,2023-10-30,100%,100,81
1RV22AI057,HS251TA,1,2023-08-01,33%,50,39
1RV22AI057,HS251TA,2,2023-08-31,33%,50,42
1RV22AI057,HS251TA,3,2023-09-30,33%,50,40
1RV22AI057,HS251TA,4,2023-10-30,100%,100,82
1RV22AI058,CD252IA,1,2023-08-01,33%,50,43
1RV22AI058,CD252IA,2,2023-08-31,33%,50,39
1RV22AI058,CD252IA,3,2023-09-30,33%,50,39
1RV22AI058,CD252IA,4,2023-10-30,100%,100,88
1RV22AI058,AI255TBA,1,2023-08-01,33%,50,34
1RV22AI058,AI255TBA,2,2023-08-31,33%,50,40
1RV22AI058,AI255TBA,3,2023-09-30,33%,50,33
1RV22AI058,AI255TBA,4,2023-10-30,100%,100,96
1RV22AI058,AI254TA,1,2023-08-01,33%,50,39
1RV22AI058,AI254TA,2,2023-08-31,33%,50,40
1RV22AI058,AI254TA,3,2023-09-30,33%,50,33
1RV22AI058,AI254TA,4,2023-10-30,100%,100,93
1RV22AI058,AI253IA,1,2023-08-01,33%,50,43
1RV22AI058,AI253IA,2,2023-08-31,33%,50,37
1RV22AI058,AI253IA,3,2023-09-30,33%,50,33
1RV22AI058,AI253IA,4,2023-10-30,100%,100,86
1RV22AI058,HS251TA,1,2023-08-01,33%,50,37
1RV22AI058,HS251TA,2,2023-08-31,33%,50,33
1RV22AI058,HS251TA,3,2023-09-30,33%,50,33
1RV22AI058,HS251TA,4,2023-10-30,100%,100,88
1RV22AI059,CD252IA,1,2023-08-01,33%,50,41
1RV22AI059,CD252IA,2,2023-08-31,33%,50,45
1RV22AI059,CD252IA,3,2023-09-30,33%,50,41
1RV22AI059,CD252IA,4,2023-10-30,100%,100,80
1RV22AI059,AI255TBA,1,2023-08-01,33%,50,43
1RV22AI059,AI255TBA,2,2023-08-31,33%,50,47
1RV22AI059,AI255TBA,3,2023-09-30,33%,50,45
1RV22AI059,AI255TBA,4,2023-10-30,100%,100,93
1RV22AI059,AI254TA,1,2023-08-01,33%,50,41
1RV22AI059,AI254TA,2,2023-08-31,33%,50,38
1RV22AI059,AI254TA,3,2023-09-30,33%,50,39
1RV22AI059,AI254TA,4,2023-10-30,100%,100,73
1RV22AI059,AI253IA,1,2023-08-01,33%,50,42
1RV22AI059,AI253IA,2,2023-08-31,33%,50,35
1RV22AI059,AI253IA,3,2023-09-30,33%,50,39
1RV22AI059,AI253IA,4,2023-10-30,100%,100,73
1RV22AI059,HS251TA,1,2023-08-01,33%,50,36
1RV22AI059,HS251TA,2,2023-08-31,33%,50,36
1RV22AI059,HS251TA,3,2023-09-30,33%,50,39
1RV22AI059,HS251TA,4,2023-10-30,100%,100,90
1RV22AI060,CD252IA,1,2023-08-01,33%,50,37
1RV22AI060,CD252IA,2,2023-08-31,33%,50,39
1RV22AI060,CD252IA,3,2023-09-30,33%,50,44
1RV22AI060,CD252IA,4,2023-10-30,100%,100,80
1RV22AI060,AI255TBA,1,2023-08-01,33%,50,44
1RV22AI060,AI255TBA,2,2023-08-31,33%,50,41
1RV22AI060,AI255TBA,3,2023-09-30,33%,50,39
1RV22AI060,AI255TBA,4,2023-10-30,100%,100,87
1RV22AI060,AI254TA,1,2023-08-01,33%,50,36
1RV22AI060,AI254TA,2,2023-08-31,33%,50,36
1RV22AI060,AI254TA,3,2023-09-30,33%,50,39
1RV22AI060,AI254TA,4,2023-10-30,100%,100,91
1RV22AI060,AI253IA,1,2023-08-01,33%,50,47
1RV22AI060,AI253IA,2,2023-08-31,33%,50,45
1RV22AI060,AI253IA,3,2023-09-30,33%,50,42
1RV22AI060,AI253IA,4,2023-10-30,100%,100,87
1RV22AI060,HS251TA,1,2023-08-01,33%,50,42
1RV22AI060,HS251TA,2,2023-08-31,33%,50,38
1RV22AI060,HS251TA,3,2023-09-30,33%,50,44
1RV22AI060,HS251TA,4,2023-10-30,100%,100,83
1RV22AI061,CD252IA,1,2023-08-01,33%,50,45
1RV22AI061,CD252IA,2,2023-08-31,33%,50,44
1RV22AI061,CD252IA,3,2023-09-30,33%,50,41
1RV22AI061,CD252IA,4,2023-10-30,100%,100,70
1RV22AI061,AI255TBA,1,2023-08-01,33%,50,45
1RV22AI061,AI255TBA,2,2023-08-31,33%,50,46
1RV22AI061,AI255TBA,3,2023-09-30,33%,50,35
1RV22AI061,AI255TBA,4,2023-10-30,100%,100,81
1RV22AI061,AI254TA,1,2023-08-01,33%,50,40
1RV22AI061,AI254TA,2,2023-08-31,33%,50,46
1RV22AI061,AI254TA,3,2023-09-30,33%,50,46
1RV22AI061,AI254TA,4,2023-10-30,100%,100,87
1RV22AI061,AI253IA,1,2023-08-01,33%,50,39
1RV22AI061,AI253IA,2,2023-08-31,33%,50,32
1RV22AI061,AI253IA,3,2023-09-30,33%,50,42
1RV22AI061,AI253IA,4,2023-10-30,100%,100,94
1RV22AI061,HS251TA,1,2023-08-01,33%,50,32
1RV22AI061,HS251TA,2,2023-08-31,33%,50,36
1RV22AI061,HS251TA,3,2023-09-30,33%,50,42
1RV22AI061,HS251TA,4,2023-10-30,100%,100,93
1RV22AI062,CD252IA,1,2023-08-01,33%,50,34
1RV22AI062,CD252IA,2,2023-08-31,33%,50,38
1RV22AI062,CD252IA,3,2023-09-30,33%,50,33
1RV22AI062,CD252IA,4,2023-10-30,100%,100,69
1RV22AI062,AI255TBA,1,2023-08-01,33%,50,34
1RV22AI062,AI255TBA,2,2023-08-31,33%,50,41
1RV22AI062,AI255TBA,3,2023-09-30,33%,50,32
1RV22AI062,AI255TBA,4,2023-10-30,100%,100,70
1RV22AI062,AI254TA,1,2023-08-01,33%,50,42
1RV22AI062,AI254TA,2,2023-08-31,33%,50,39
1RV22AI062,AI254TA,3,2023-09-30,33%,50,39
1RV22AI062,AI254TA,4,2023-10-30,100%,100,68
1RV22AI062,AI253IA,1,2023-08-01,33%,50,33
1RV22AI062,AI253IA,2,2023-08-31,33%,50,33
1RV22AI062,AI253IA,3,2023-09-30,33%,50,41
1RV22AI062,AI253IA,4,2023-10-30,100%,100,63
1RV22AI062,HS251TA,1,2023-08-01,33%,50,37
1RV22AI062,HS251TA,2,2023-08-31,33%,50,41
1RV22AI062,HS251TA,3,2023-09-30,33%,50,40
1RV22AI062,HS251TA,4,2023-10-30,100%,100,83
1RV22AI063,CD252IA,1,2023-08-01,33%,50,46
1RV22AI063,CD252IA,2,2023-08-31,33%,50,48
1RV22AI063,CD252IA,3,2023-09-30,33%,50,36
1RV22AI063,CD252IA,4,2023-10-30,100%,100,79
1RV22AI063,AI255TBA,1,2023-08-01,33%,50,43
1RV22AI063,AI255TBA,2,2023-08-31,33%,50,49
1RV22AI063,AI255TBA,3,2023-09-30,33%,50,36
1RV22AI063,AI255TBA,4,2023-10-30,100%,100,90
1RV22AI063,AI254TA,1,2023-08-01,33%,50,41
1RV22AI063,AI254TA,2,2023-08-31,33%,50,47
1RV22AI063,AI254TA,3,2023-09-30,33%,50,34
1RV22AI063,AI254TA,4,2023-10-30,100%,100,99
1RV22AI063,AI253IA,1,2023-08-01,33%,50,35
1RV22AI063,AI253IA,2,2023-08-31,33%,50,47
1RV22AI063,AI253IA,3,2023-09-30,33%,50,34
1RV22AI063,AI253IA,4,2023-10-30,100%,100,93
1RV22AI063,HS251TA,1,2023-08-01,33%,50,41
1RV22AI063,HS251TA,2,2023-08-31,33%,50,39
1RV22AI063,HS251TA,3,2023-09-30,33%,50,44
1RV22AI063,HS251TA,4,2023-10-30,100%,100,74
1RV22AI064,CD252IA,1,2023-08-01,33%,50,40
1RV22AI064,CD252IA,2,2023-08-31,33%,50,49
1RV22AI064,CD252IA,3,2023-09-30,33%,50,43
1RV22AI064,CD252IA,4,2023-10-30,100%,100,80
1RV22AI064,AI255TBA,1,2023-08-01,33%,50,45
1RV22AI064,AI255TBA,2,2023-08-31,33%,50,45
1RV22AI064,AI255TBA,3,2023-09-30,33%,50,39
1RV22AI064,AI255TBA,4,2023-10-30,100%,100,87
1RV22AI064,AI254TA,1,2023-08-01,33%,50,44
1RV22AI064,AI254TA,2,2023-08-31,33%,50,36
1RV22AI064,AI254TA,3,2023-09-30,33%,50,47
1RV22AI064,AI254TA,4,2023-10-30,100%,100,84
1RV22AI064,AI253IA,1,2023-08-01,33%,50,42
1RV22AI064,AI253IA,2,2023-08-31,33%,50,44
1RV22AI064,AI253IA,3,2023-09-30,33%,50,47
1RV22AI064,AI253IA,4,2023-10-30,100%,100,83
1RV22AI064,HS251TA,1,2023-08-01,33%,50,38
1RV22AI064,HS251TA,2,2023-08-31,33%,50,46
1RV22AI064,HS251TA,3,2023-09-30,33%,50,43
1RV22AI064,HS251TA,4,2023-10-30,100%,100,79
1RV22AI065,CD252IA,1,2023-08-01,33%,50,43
1RV22AI065,CD252IA,2,2023-08-31,33%,50,48
1RV22AI065,CD252IA,3,2023-09-30,33%,50,40
1RV22AI065,CD252IA,4,2023-10-30,100%,100,87
1RV22AI065,AI255TBA,1,2023-08-01,33%,50,39
1RV22AI065,AI255TBA,2,2023-08-31,33%,50,48
1RV22AI065,AI255TBA,3,2023-09-30,33%,50,39
1RV22AI065,AI255TBA,4,2023-10-30,100%,100,91
1RV22AI065,AI254TA,1,2023-08-01,33%,50,43
1RV22AI065,AI254TA,2,2023-08-31,33%,50,49
1RV22AI065,AI254TA,3,2023-09-30,33%,50,41
1RV22AI065,AI254TA,4,2023-10-30,100%,100,93
1RV22AI065,AI253IA,1,2023-08-01,33%,50,36
1RV22AI065,AI253IA,2,2023-08-31,33%,50,37
1RV22AI065,AI253IA,3,2023-09-30,33%,50,40
1RV22AI065,AI253IA,4,2023-10-30,100%,100,90
1RV22AI065,HS251TA,1,2023-08-01,33%,50,44
1RV22AI065,HS251TA,2,2023-08-31,33%,50,36
1RV22AI065,HS251TA,3,2023-09-30,33%,50,49
1RV22AI065,HS251TA,4,2023-10-30,100%,100,92
1RV22AI066,CD252IA,1,2023-08-01,33%,50,42
1RV22AI066,CD252IA,2,2023-08-31,33%,50,36
1RV22AI066,CD252IA,3,2023-09-30,33%,50,36
1RV22AI066,CD252IA,4,2023-10-30,100%,100,90
1RV22AI066,AI255TBA,1,2023-08-01,33%,50,37
1RV22AI066,AI255TBA,2,2023-08-31,33%,50,32
1RV22AI066,AI255TBA,3,2023-09-30,33%,50,40
1RV22AI066,AI255TBA,4,2023-10-30,100%,100,92
1RV22AI066,AI254TA,1,2023-08-01,33%,50,44
1RV22AI066,AI254TA,2,2023-08-31,33%,50,42
1RV22AI066,AI254TA,3,2023-09-30,33%,50,44
1RV22AI066,AI254TA,4,2023-10-30,100%,100,78
1RV22AI066,AI253IA,1,2023-08-01,33%,50,36
1RV22AI066,AI253IA,2,2023-08-31,33%,50,39
1RV22AI066,AI253IA,3,2023-09-30,33%,50,36
1RV22AI066,AI253IA,4,2023-10-30,100%,100,90
1RV22AI066,HS251TA,1,2023-08-01,33%,50,31
1RV22AI066,HS251TA,2,2023-08-31,33%,50,34
1RV22AI066,HS251TA,3,2023-09-30,33%,50,43
1RV22AI066,HS251TA,4,2023-10-30,100%,100,91
1RV22AI067,CD252IA,1,2023-08-01,33%,50,34
1RV22AI067,CD252IA,2,2023-08-31,33%,50,42
1RV22AI067,CD252IA,3,2023-09-30,33%,50,36
1RV22AI067,CD252IA,4,2023-10-30,100%,100,79
1RV22AI067,AI255TBA,1,2023-08-01,33%,50,28
1RV22AI067,AI255TBA,2,2023-08-31,33%,50,29
1RV22AI067,AI255TBA,3,2023-09-30,33%,50,30
1RV22AI067,AI255TBA,4,2023-10-30,100%,100,62
1RV22AI067,AI254TA,1,2023-08-01,33%,50,40
1RV22AI067,AI254TA,2,2023-08-31,33%,50,41
1RV22AI067,AI254TA,3,2023-09-30,33%,50,38
1RV22AI067,AI254TA,4,2023-10-30,100%,100,67
1RV22AI067,AI253IA,1,2023-08-01,33%,50,28
1RV22AI067,AI253IA,2,2023-08-31,33%,50,39
1RV22AI067,AI253IA,3,2023-09-30,33%,50,35
1RV22AI067,AI253IA,4,2023-10-30,100%,100,66
1RV22AI067,HS251TA,1,2023-08-01,33%,50,35
1RV22AI067,HS251TA,2,2023-08-31,33%,50,41
1RV22AI067,HS251TA,3,2023-09-30,33%,50,41
1RV22AI067,HS251TA,4,2023-10-30,100%,100,76
1RV22AI068,CD252IA,1,2023-08-01,33%,50,43
1RV22AI068,CD252IA,2,2023-08-31,33%,50,45
1RV22AI068,CD252IA,3,2023-09-30,33%,50,40
1RV22AI068,CD252IA,4,2023-10-30,100%,100,94
1RV22AI068,AI255TBA,1,2023-08-01,33%,50,48
1RV22AI068,AI255TBA,2,2023-08-31,33%,50,48
1RV22AI068,AI255TBA,3,2023-09-30,33%,50,49
1RV22AI068,AI255TBA,4,2023-10-30,100%,100,99
1RV22AI068,AI254TA,1,2023-08-01,33%,50,40
1RV22AI068,AI254TA,2,2023-08-31,33%,50,50
1RV22AI068,AI254TA,3,2023-09-30,33%,50,50
1RV22AI068,AI254TA,4,2023-10-30,100%,100,89
1RV22AI068,AI253IA,1,2023-08-01,33%,50,44
1RV22AI068,AI253IA,2,2023-08-31,33%,50,46
1RV22AI068,AI253IA,3,2023-09-30,33%,50,46
1RV22AI068,AI253IA,4,2023-10-30,100%,100,93
1RV22AI068,HS251TA,1,2023-08-01,33%,50,45
1RV22AI068,HS251TA,2,2023-08-31,33%,50,44
1RV22AI068,HS251TA,3,2023-09-30,33%,50,49
1RV22AI068,HS251TA,4,2023-10-30,100%,100,98
1RV22AI069,CD252IA,1,2023-08-01,33%,50,40
1RV22AI069,CD252IA,2,2023-08-31,33%,50,44
1RV22AI069,CD252IA,3,2023-09-30,33%,50,39
1RV22AI069,CD252IA,4,2023-10-30,100%,100,92
1RV22AI069,AI255TBA,1,2023-08-01,33%,50,36
1RV22AI069,AI255TBA,2,2023-08-31,33%,50,40
1RV22AI069,AI255TBA,3,2023-09-30,33%,50,40
1RV22AI069,AI255TBA,4,2023-10-30,100%,100,78
1RV22AI069,AI254TA,1,2023-08-01,33%,50,41
1RV22AI069,AI254TA,2,2023-08-31,33%,50,37
1RV22AI069,AI254TA,3,2023-09-30,33%,50,46
1RV22AI069,AI254TA,4,2023-10-30,100%,100,96
1RV22AI069,AI253IA,1,2023-08-01,33%,50,34
1RV22AI069,AI253IA,2,2023-08-31,33%,50,47
1RV22AI069,AI253IA,3,2023-09-30,33%,50,38
1RV22AI069,AI253IA,4,2023-10-30,100%,100,96
1RV22AI069,HS251TA,1,2023-08-01,33%,50,36
1RV22AI069,HS251TA,2,2023-08-31,33%,50,33
1RV22AI069,HS251TA,3,2023-09-30,33%,50,42
1RV22AI069,HS251TA,4,2023-10-30,100%,100,81
1RV22AI070,CD252IA,1,2023-08-01,33%,50,46
1RV22AI070,CD252IA,2,2023-08-31,33%,50,41
1RV22AI070,CD252IA,3,2023-09-30,33%,50,43
1RV22AI070,CD252IA,4,2023-10-30,100%,100,97
